Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,Tm,C_value,CV_C_value
Actaea,Ranunculaceae,Ranunculales,0.8782755010926624,1.161050372078185,0.6870063794654686,-0.5818451574895072,-0.528288095667373,-0.38760963235009765,0.3703754073571108,-1.2496276972860312,0.4917927089150691,1.5820887065263065,0.07466950131126797,0.9835015605398545,0.05358756427949603
Actinotus,Apiaceae,Apiales,-0.18384476950921877,-0.36836060575731233,-0.6806347492577147,-0.5818451574895072,-0.39615645772462665,-0.6506825458724149,0.3703754073571108,0.5639074943211195,0.4817911925455678,0.6544470695839105,1.6620936519127816,-0.17830955572764087,-0.3159293750123489
Adenocarpus,Fabaceae,Fabales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,2.684717403194702,1.9800465893507573,0.3703754073571108,0.8047371650857171,0.49075782387277284,-0.05912342037177889,0.06592454285436955,-0.4273640955743448,-1.66345241320762
Adenophora,Campanulaceae,Asterales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.528288095667373,1.206302726204573,0.3703754073571108,1.2187952008929985,0.4917927089150691,1.1254035929546655,0.5368309606707871,0.11899138153861431,0.5048037161120564
Adenophorus,Polypodiaceae,Monilophyta,0.2410033386678065,1.4669325676452845,0.6870063794654686,-0.5818451574895072,-0.528288095667373,-0.6037052395104684,0.3703754073571108,-1.2496276972860312,0.4917927089150691,-0.044852010572665406,0.1715694968260092,1.459579260163297,-0.9633998324733081
Adenophyllum,Asteraceae,Asterales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.45803472439148674,-0.6037052395104684,-1.5862969696647162,-0.3447177847187448,0.41181751863475785,-0.073394830170893,0.1715694968260092,0.02585991578918117,0.47092188437833943
Adenostoma,Rosaceae,Rosales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.49299072872321953,-0.6506825458724149,-4.713723116841917,-0.8243563370318086,0.47856606624994996,-0.20183751836291688,0.7198144085768496,-0.4232622384024222,-0.18714509760251996
Adenostyles,Asteraceae,Asterales,1.9403957710572715,1.6708540293174696,0.6870063794654686,-0.5818451574895072,-0.45803472439148674,-0.6037052395104684,0.3703754073571108,-1.2496276972860312,0.4917927089150691,-0.073394830170893,0.1715694968260092,0.02585991578918117,0.47092188437833943
Adiantum,Pteridaceae,Monilophyta,-0.15030412942184354,-0.06247841019021284,0.6870063794654686,-0.5818451574895072,-0.528288095667373,-0.6037052395104684,0.3703754073571108,1.2187952008929985,0.4917927089150691,2.1767307819650945,0.1715694968260092,0.17725035309032128,-0.8903734434248889
Adonis,Ranunculaceae,Ranunculales,-0.04222873347145275,0.24340378537688667,-0.40710652351307813,-0.5818451574895072,-0.528288095667373,-0.38760963235009765,0.3703754073571108,0.6016894763482412,0.4917927089150691,1.5820887065263065,0.07466950131126797,1.6507760481908118,-1.4123327859430248
Adriana,Euphorbiaceae,Malpighiales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.11555932046596128,-0.570963481965873,-0.018782573717732582,0.2632766601401658,0.11672342441731734,0.02650503842290391,0.5026284507833867,-0.06615201302314735,2.112928066741297
Aegilops,Poaceae,Poales,-0.12315218265409825,0.03948232370470161,-2.048275877980898,-0.5818451574895072,1.9461651067354397,1.8951843579093346,-0.09985715169762753,-0.1397941439471103,-2.42864967379914,-0.5871655829389891,-1.296803778454835,0.7141729048453388,-0.5335353667213019
